,place,category,location
1124,풀뿌리흑두부,두부요리,전라남도 여수시 율촌면
1125,단디 연남,덮밥,서울특별시 마포구 연남동
1126,임피아또,이탈리아음식,서울특별시 강서구 마곡동
1127,수유리조트,카페|디저트,서울특별시 강북구 수유동
1128,아실라,와인,서울특별시 강남구 역삼동
1129,1938slow,카페|디저트,강원도 강릉시 용강동
1130,안부,베이커리,경기도 안산시 단원구
1131,두더지라운지,양식,경상남도 김해시 구산동
1132,페이센동,일식당,부산광역시 부산진구 전포동
1133,미라지커피,카페|디저트,서울특별시 마포구 연남동
1134,스시 아시타,초밥|롤,전라북도 전주시 완산구
1135,샤오바오우육면,중식당,서울특별시 종로구 관철동
1136,오조로식당,전복요리,제주특별자치도 서귀포시 성산읍
1137,엄용백돼지국밥 종각점,국밥,서울특별시 종로구 인사동
1138,팔도식당갈치조림,한식,제주특별자치도 서귀포시 성산읍
1139,주녹원,요리주점,경기도 안산시 단원구
1140,분덕스,카페|디저트,강원도 춘천시 남산면
1141,Summer Lane,브런치,서울특별시 용산구 한남동
1142,오츠 에스프레소,카페|디저트,서울특별시 마포구 상수동
1143,79파운야드 마곡점,베이커리,서울특별시 강서구 마곡동
1144,온센텐동창원점,일식당,경상남도 창원시 성산구
1145,동광,카페|디저트,제주특별자치도 제주시 이도2동
1146,예이제게장백반 바람의언덕점,게요리,경상남도 거제시 남부면
1147,진영면옥,냉면,서울특별시 금천구 독산동
1148,남도분식,종합분식,경상남도 창원시 진해구
1149,까페베네,카페,강원도 춘천시 소양로3가
1150,코코분식,종합분식,제주특별자치도 제주시 이도이동
1151,안쵸비,양식,부산광역시 수영구 민락동
1152,이스틀리,카페|디저트,제주특별자치도 서귀포시 성산읍
1153,공간다반사,카페|디저트,서울특별시 영등포구 당산동6가
1154,솔향스시,초밥|롤,서울특별시 강북구 미아동
1155,노스티모,그리스음식,서울특별시 서초구 방배동
1156,그릭데이 성신여대점,카페|디저트,서울특별시 성북구 동선동2가
1157,동녘,해물|생선요리,제주특별자치도 제주시 구좌읍
1158,하도미술관,카페|디저트,제주특별자치도 제주시 구좌읍
1159,금복식당,국수,제주특별자치도 제주시 일도1동
1160,통로,태국음식,서울특별시 강동구 성내동
1161,추랑,한식,서울특별시 성북구 삼선동4가
1162,스프링비스트로,이탈리아음식,서울특별시 마포구 합정동
1163,이태리식당,스파게티|파스타전문,경기도 광명시 하안동
1164,카페 더 콘테나,카페|디저트,제주특별자치도 제주시 조천읍
1165,히메시야,일식당,서울특별시 종로구 명륜4가
1166,미투커피,카페|디저트,인천광역시 중구 북성동1가
1167,섭섭이네,양식,제주특별자치도 제주시 구좌읍
1168,면장수 앞산점,한식,대구광역시 남구 대명동
1169,고은,카페|디저트,광주광역시 서구 매월동
1170,선한레시피판교점,한식,경기도 성남시 분당구
1171,멜티드,카페|디저트,대구광역시 중구 삼덕동3가
1172,5412,한식,서울특별시 용산구 한남동
1173,해피치즈스마일 연남점,떡볶이,서울특별시 마포구 연남동
1174,청해수산,생선회,강원도 동해시 묵호진동
1175,대암송어장횟집,생선회,강원도 인제군 인제읍
1176,섭지코지로,생선회,제주특별자치도 서귀포시 성산읍
1177,스시선,초밥|롤,서울특별시 송파구 방이동
1178,낙원정피자 경산점,피자,경상북도 경산시 옥산동
1179,락떼스피릿,카페,서울특별시 마포구 망원동
1180,쿠이시 본점,일식당,경기도 수원시 영통구
1181,Play Bakery,베이커리,경상남도 창원시 의창구
1182,바삭바삭,한식,경기도 부천시 고강동
1183,스페셜티스튜디오,카페,서울특별시 영등포구 문래동2가
1184,오르다,카페|디저트,제주특별자치도 서귀포시 성산읍
1185,Street27,바(BAR),부산광역시 수영구 민락동
1186,멜,양식,대구광역시 중구 봉산동
1187,면장수,한식,대구광역시 수성구 두산동
1188,컨딩커피,카페|디저트,서울특별시 광진구 화양동
1189,덕담,양식,대구광역시 남구 대명3동
1190,604seoul,카페|디저트,서울특별시 마포구 망원동
1191,송추밤나무,한식,경기도 양주시 장흥면
1192,카페 언가,카페|디저트,부산광역시 금정구 금성동
1193,풀내음,국수,강원도 평창군 봉평면
1194,행화촌,중식당,경기도 수원시 팔달구
1195,두루미,요리주점,서울특별시 마포구 연남동
1196,본참치,생선회,경상남도 김해시 부원동
1197,남양수산,수산물,경상남도 진주시 장대동
1198,모루식당 창원점,카레,경상남도 창원시 의창구
1199,모뎐,베이커리,서울특별시 마포구 서교동
1200,숯불구이 연,이자카야,경기도 안양시 동안구
1201,베이커리 씨어터,카페|디저트,경기도 남양주시 화도읍
1202,아틀리에하모니,카페|디저트,서울특별시 성북구 보문동5가
1203,3off,카페|디저트,광주광역시 동구 동명동
1204,머치커피,카페|디저트,서울특별시 동작구 사당동
1205,데이로우 DAY ROW,카페|디저트,서울특별시 용산구 한남동
1206,파불라,중식당,서울특별시 강남구 청담동
1207,하마식당,일식당,강원도 속초시 영랑동
1208,정리의밤,요리주점,서울특별시 서대문구 연희동
1209,우무,카페|디저트,제주특별자치도 제주시 한림읍
1210,리듬,카페|디저트,제주특별자치도 제주시 삼도이동
1211,이익새양과점,베이커리,제주특별자치도 제주시 한림읍
1212,콩밭골순두부,두부요리,부산광역시 해운대구 중동
1213,온더선셋,카페,경상남도 거제시 사등면
1214,당당,브런치,제주특별자치도 제주시 애월읍
1215,난드르바당,돼지고기구이,제주특별자치도 서귀포시 하예동
1216,베로나,카페|디저트,서울특별시 중구 을지로3가
1217,버던트,카페|디저트,경상북도 청도군 이서면
1218,레종데트르,카페|디저트,서울특별시 종로구 누하동
1219,낙원테산도 성수점,일식당,서울특별시 성동구 성수동1가
1220,데브짱,이자카야,서울특별시 송파구 가락동
1221,감저카페,카페,제주특별자치도 서귀포시 대정읍
1222,스튜디오 포비피엠,와인,서울특별시 용산구 청파동3가
1223,잼앤브레드,베이커리,경기도 성남시 분당구
1224,커피320 부천점,카페,경기도 부천시 소사본동
1225,에이프릴25,카페|디저트,제주특별자치도 제주시 연동
1226,팔구칠사,요리주점,서울특별시 동대문구 신설동
1227,목월빵집,베이커리,전라남도 구례군 구례읍
1228,서양차관,홍차전문점,제주특별자치도 서귀포시 하효동
1229,카페오월,카페|디저트,전라남도 광양시 마동
1230,제주보말칼국수,칼국수|만두,광주광역시 광산구 장덕동
1231,네츄럴커피스톨,카페|디저트,광주광역시 동구 지산동
1232,다정하다,카페|디저트,제주특별자치도 서귀포시 동홍동
1233,리셉션,브런치,대전광역시 서구 둔산동
1234,도로도로커피숍,카페|디저트,서울특별시 동작구 노량진동
1235,오거트,카페|디저트,서울특별시 성동구 성수동1가
1236,평화남영,요리주점,서울특별시 용산구 남영동
1237,철문,바(BAR),인천광역시 부평구 부평동
1238,엔틱정 강남논현점,요리주점,서울특별시 강남구 논현동
1239,참치라이더 광주수완점,생선회,광주광역시 광산구 수완동
1240,세화마구간,맥주|호프,제주특별자치도 제주시 구좌읍
1241,샐러드어클락,다이어트|샐러드,경기도 하남시 풍산동
1242,르블란서,프랑스음식,서울특별시 종로구 익선동
1243,커피한약방,카페,서울특별시 중구 을지로2가
1244,기븐,카페|디저트,부산광역시 부산진구 전포동
1245,정그리다,카페|디저트,서울특별시 종로구 창신동
1246,마이에마스,양식,경기도 성남시 분당구
1247,커리드,카레,경기도 수원시 팔달구
1248,한라산아래첫마을영농조합법인,카페|디저트,제주특별자치도 서귀포시 안덕면
1249,게네랄파우제,카페|디저트,부산광역시 중구 영주동
1250,선연채,펜션,제주특별자치도 제주시 구좌읍
1251,선재리커피집,카페|디저트,인천광역시 옹진군 영흥면
1252,호호식당,일식당,서울특별시 종로구 명륜4가
1253,더티트렁크,브런치,경기도 파주시 문발동
1254,클랩피자,피자,서울특별시 강남구 신사동
1255,소셜스낵,카페|디저트,충청남도 천안시 동남구
1256,유오디아,차|커피,경상북도 포항시 북구
1257,나우이피자,피자,대구광역시 중구 동인동4가
1258,압구정곱떡 상무점,분식,광주광역시 서구 치평동
1259,KAFE52,카페|디저트,광주광역시 서구 광천동
1260,소이연남 파미에스테이션점,태국음식,서울특별시 서초구 반포동
1261,하이타이,태국음식,대구광역시 중구 공평동
1262,바마셀,카페,서울특별시 용산구 원효로1가
1263,몬테로쏘,이탈리아음식,경상남도 거제시 일운면
1264,달리책방,서점,제주특별자치도 제주시 한림읍
1265,엔토츠야,일식당,서울특별시 동대문구 장안동
1266,포도집,양식,서울특별시 성북구 정릉동
1267,마호가니 강화점,카페,인천광역시 강화군 화도면
1268,루키더셰프,양식,서울특별시 서초구 방배동
1269,고성,요리주점,대구광역시 북구 고성동3가
1270,꽃님,퓨전음식,경상남도 하동군 화개면
1271,아꼬운디,한식,제주특별자치도 제주시 한림읍
1272,늘봄,향토음식,충청남도 공주시 반포면
1273,사직커피,카페|디저트,서울특별시 종로구 사직동
1274,스텝온더그라운드,베이커리,경상남도 진주시 명석면
1275,마지아레스토,양식,전라남도 목포시 온금동
1276,birdcoffeebrewers,카페,경기도 수원시 장안구
1277,오레노카츠,돈가스,서울특별시 성동구 성수동1가
1278,프리모,카페|디저트,대구광역시 수성구 상동
1279,하릴업시,카페|디저트,경기도 평택시 신장동
1280,슬로우포레스트,브런치,서울특별시 종로구 팔판동
1281,카페비비,카페|디저트,제주특별자치도 제주시 삼양1동
1282,감귤달,카페|디저트,제주특별자치도 제주시 구좌읍
1283,비스트로 로지,일식당,전라남도 목포시 북교동
1284,알로이 타이레스토랑,태국음식,부산광역시 수영구 민락동
1285,나폴리109,스파게티|파스타전문,서울특별시 도봉구 쌍문동
1286,개성집,국수,경기도 남양주시 와부읍
1287,레미솔트,카페|디저트,경기도 남양주시 와부읍
1288,카가와식당,카페|디저트,부산광역시 부산진구 전포동
